"cpu_id","time_passed","mean"
"cpu000",0,0.480269896551724
"cpu000",1,0.484174989361702
"cpu000",2,0.479998731182796
"cpu000",3,0.483476180851064
"cpu000",4,0.485989787234043
"cpu000",5,0.481740595744681
"cpu000",6,0.480000021276596
"cpu000",7,0.485200659574468
"cpu000",8,0.480000483870968
"cpu000",9,0.482476117021277
"cpu000",10,0.480148574468085
"cpu000",11,0.48263820212766
"cpu000",12,0.580752494736842
"cpu000",13,0.757072395833333
"cpu000",14,0.968526683673469
"cpu000",15,1.62064393814433
"cpu000",16,1.72824859183673
"cpu000",17,1.56976430612245
"cpu000",18,1.15185623469388
"cpu000",19,1.73254127272727
"cpu000",20,1.70784229591837
"cpu000",21,1.68156103030303
"cpu000",22,1.47030055102041
"cpu000",23,1.58356968686869
"cpu000",24,1.53301462244898
"cpu000",25,1.32232779381443
"cpu000",26,1.56248104040404
"cpu000",27,1.81327795876289
"cpu000",28,1.81591606060606
"cpu000",29,1.82445619387755
"cpu000",30,1.50914714285714
"cpu000",31,1.17395619587629
"cpu000",32,1.342466
"cpu000",33,1.19411401030928
"cpu000",34,1.33932409090909
"cpu000",35,1.3946161122449
"cpu000",36,1.20449865306122
"cpu000",37,0.908373908163265
"cpu000",38,1.28448540816327
"cpu000",39,1.56637583673469
"cpu000",40,1.57168983838384
"cpu000",41,1.54310335051546
"cpu000",42,1.19866262244898
"cpu000",43,1.0264195
"cpu000",44,1.7715182755102
"cpu000",45,1.54132967346939
"cpu000",46,1.56119653061224
"cpu000",47,1.6774385050505
"cpu000",48,1.66979576530612
"cpu000",49,1.66196454081633
"cpu000",50,1.68876337373737
"cpu000",51,1.66397675510204
"cpu000",52,1.66057980808081
"cpu000",53,1.6645913877551
"cpu000",54,1.60465954545455
"cpu000",55,1.61878381632653
"cpu000",56,1.52121062244898
"cpu000",57,1.20015491836735
"cpu000",58,1.320737
"cpu000",59,1.52558958585859
"cpu000",60,1.40811487755102
"cpu000",61,1.54873332989691
"cpu000",62,1.58586437373737
"cpu000",63,1.49908922680412
"cpu000",64,1.12332015151515
"cpu000",65,1.61091098979592
"cpu000",66,1.3500837628866
"cpu000",67,0.84947925
"cpu000",68,0.8257035625
"cpu000",69,0.665639510416667
"cpu000",70,0.533120762886598
"cpu000",71,0.807720134020619
"cpu000",72,0.839474520833333
"cpu000",73,0.507564989473684
"cpu000",74,0.485636808510638
"cpu000",75,0.480546946808511
"cpu000",76,0.8165964
"cpu000",77,0.921888177083333
"cpu000",78,0.481554677419355
"cpu000",79,0.479999244680851
"cpu000",80,0.49345404
"cpu001",0,0.480753850574713
"cpu001",1,0.488341414893617
"cpu001",2,0.47999888172043
"cpu001",3,0.483170021276596
"cpu001",4,0.492615553191489
"cpu001",5,0.481046223404255
"cpu001",6,0.479998446808511
"cpu001",7,0.483518882978723
"cpu001",8,0.479999774193548
"cpu001",9,0.480528180851064
"cpu001",10,0.479998978723404
"cpu001",11,0.484417308510638
"cpu001",12,0.572502842105263
"cpu001",13,0.742730822916667
"cpu001",14,0.935181857142857
"cpu001",15,1.61504317525773
"cpu001",16,1.72124778571429
"cpu001",17,1.60017958163265
"cpu001",18,1.16541114285714
"cpu001",19,1.73927252525253
"cpu001",20,1.71476781632653
"cpu001",21,1.69655075757576
"cpu001",22,1.48868512244898
"cpu001",23,1.57809453535354
"cpu001",24,1.53819134693878
"cpu001",25,1.3150983814433
"cpu001",26,1.54735943434343
"cpu001",27,1.81560173195876
"cpu001",28,1.82067454545455
"cpu001",29,1.83806673469388
"cpu001",30,1.49851252040816
"cpu001",31,1.18089603092784
"cpu001",32,1.34621137373737
"cpu001",33,1.20104688659794
"cpu001",34,1.33214561616162
"cpu001",35,1.36684045918367
"cpu001",36,1.18550353061225
"cpu001",37,0.923605244897959
"cpu001",38,1.28599940816327
"cpu001",39,1.56910475510204
"cpu001",40,1.57818655555556
"cpu001",41,1.55553598969072
"cpu001",42,1.18385258163265
"cpu001",43,1.03583312244898
"cpu001",44,1.76420697959184
"cpu001",45,1.53352735714286
"cpu001",46,1.55207933673469
"cpu001",47,1.67985312121212
"cpu001",48,1.6695873877551
"cpu001",49,1.66253998979592
"cpu001",50,1.68541894949495
"cpu001",51,1.65472109183673
"cpu001",52,1.66100721212121
"cpu001",53,1.66124971428571
"cpu001",54,1.61749084848485
"cpu001",55,1.62036551020408
"cpu001",56,1.51853019387755
"cpu001",57,1.22427870408163
"cpu001",58,1.3159738877551
"cpu001",59,1.53227751515152
"cpu001",60,1.44918190816327
"cpu001",61,1.57250990721649
"cpu001",62,1.60083771717172
"cpu001",63,1.49108565979381
"cpu001",64,1.14763697979798
"cpu001",65,1.61663729591837
"cpu001",66,1.33908544329897
"cpu001",67,0.84798709375
"cpu001",68,0.860101822916667
"cpu001",69,0.6862595625
"cpu001",70,0.55102012371134
"cpu001",71,0.837458443298969
"cpu001",72,0.849548333333333
"cpu001",73,0.512173189473684
"cpu001",74,0.482665659574468
"cpu001",75,0.481207808510638
"cpu001",76,0.842169210526316
"cpu001",77,0.919159291666667
"cpu001",78,0.481591430107527
"cpu001",79,0.480000882978723
"cpu001",80,0.490995
"cpu002",0,0.48524891954023
"cpu002",1,0.482792468085106
"cpu002",2,0.480695978494624
"cpu002",3,0.483177734042553
"cpu002",4,0.479999659574468
"cpu002",5,0.480200712765957
"cpu002",6,0.480403074468085
"cpu002",7,0.480148414893617
"cpu002",8,0.481552483870968
"cpu002",9,0.481392234042553
"cpu002",10,0.4799995
"cpu002",11,0.481527468085106
"cpu002",12,0.579909905263158
"cpu002",13,0.720544427083333
"cpu002",14,1.5983355
"cpu002",15,0.995355144329897
"cpu002",16,1.42161794897959
"cpu002",17,1.45845897959184
"cpu002",18,1.65910352040816
"cpu002",19,1.70290062626263
"cpu002",20,1.70071443877551
"cpu002",21,1.53743478787879
"cpu002",22,1.4373632755102
"cpu002",23,1.63148376767677
"cpu002",24,1.46082739795918
"cpu002",25,1.38253459793814
"cpu002",26,1.18654617171717
"cpu002",27,1.08654860824742
"cpu002",28,1.04394521212121
"cpu002",29,0.853476571428571
"cpu002",30,1.2368941122449
"cpu002",31,1.68189984536082
"cpu002",32,1.55885421212121
"cpu002",33,1.70140557731959
"cpu002",34,1.75957756565657
"cpu002",35,1.7989457244898
"cpu002",36,1.84773201020408
"cpu002",37,1.80669525510204
"cpu002",38,1.65627493877551
"cpu002",39,1.67384129591837
"cpu002",40,1.6232045959596
"cpu002",41,1.04419388659794
"cpu002",42,1.76200368367347
"cpu002",43,1.80172320408163
"cpu002",44,0.915583295918367
"cpu002",45,1.50451389795918
"cpu002",46,1.66488035353535
