"cpu_id", "freq", "sample_id", "time_passed"
"cpu000", 480000,    41 ,    0
"cpu003", 480000,    42 ,    0
"cpu002", 480000,    42 ,    0
"cpu001", 480115,    42 ,    0
"cpu000", 479991,    42 ,    0
"cpu003", 480000,    43 ,    0
"cpu002", 480000,    43 ,    0
"cpu001", 480000,    43 ,    0
"cpu000", 480006,    43 ,    0
"cpu003", 480000,    44 ,    0
"cpu002", 480000,    44 ,    0
"cpu001", 479993,    44 ,    0
"cpu000", 480000,    44 ,    0
"cpu003", 480000,    45 ,    0
"cpu002", 479843,    45 ,    0
"cpu001", 480000,    45 ,    0
"cpu000", 479993,    45 ,    0
"cpu003", 480000,    46 ,    0
"cpu002", 480148,    46 ,    0
"cpu001", 480118,    46 ,    0
"cpu000", 480007,    46 ,    0
"cpu003", 480000,    47 ,    0
"cpu002", 480000,    47 ,    0
"cpu001", 480000,    47 ,    0
"cpu000", 480000,    47 ,    0
"cpu003", 480000,    48 ,    0
"cpu002", 480000,    48 ,    0
"cpu001", 480000,    48 ,    0
"cpu000", 480000,    48 ,    0
"cpu003", 480000,    49 ,    0
"cpu002", 480000,    49 ,    0
"cpu001", 480000,    49 ,    0
"cpu000", 480000,    49 ,    0
"cpu003", 480000,    50 ,    0
"cpu002", 480000,    50 ,    0
"cpu001", 480000,    50 ,    0
"cpu000", 480000,    50 ,    0
"cpu003", 480000,    51 ,    0
"cpu002", 480000,    51 ,    0
"cpu001", 480000,    51 ,    0
"cpu000", 480000,    51 ,    0
"cpu003", 480000,    52 ,    0
"cpu002", 480000,    52 ,    0
"cpu001", 480000,    52 ,    0
"cpu000", 479992,    52 ,    0
"cpu003", 480000,    53 ,    0
"cpu002", 480000,    53 ,    0
"cpu001", 480000,    53 ,    0
"cpu000", 480006,    53 ,    0
"cpu003", 480000,    54 ,    0
"cpu002", 480000,    54 ,    0
"cpu001", 480000,    54 ,    0
"cpu000", 480000,    54 ,    0
"cpu003", 479909,    55 ,    0
"cpu002", 480000,    55 ,    0
"cpu001", 480000,    55 ,    0
"cpu000", 480008,    55 ,    0
"cpu003", 480091,    56 ,    0
"cpu002", 480000,    56 ,    0
"cpu001", 479880,    56 ,    0
"cpu000", 479985,    56 ,    0
"cpu003", 480000,    57 ,    0
"cpu002", 480000,    57 ,    0
"cpu001", 480000,    57 ,    0
"cpu000", 480000,    57 ,    0
"cpu003", 480000,    58 ,    0
"cpu002", 480000,    58 ,    0
"cpu001", 480144,    58 ,    0
"cpu000", 480000,    58 ,    0
"cpu003", 480000,    59 ,    0
"cpu002", 480000,    59 ,    0
"cpu001", 479885,    59 ,    0
"cpu000", 480007,    59 ,    0
"cpu003", 480000,    60 ,    0
"cpu002", 479857,    60 ,    0
"cpu001", 480000,    60 ,    0
"cpu000", 480000,    60 ,    0
"cpu003", 480000,    61 ,    0
"cpu002", 480132,    61 ,    0
"cpu001", 480109,    61 ,    0
"cpu000", 479991,    61 ,    0
"cpu003", 480000,    62 ,    0
"cpu002", 480000,    62 ,    0
"cpu001", 480000,    62 ,    0
"cpu000", 480007,    62 ,    0
"cpu003", 480000,    63 ,    0
"cpu002", 480000,    63 ,    0
"cpu001", 480000,    63 ,    0
"cpu000", 480000,    63 ,    0
"cpu003", 480000,    64 ,    0
"cpu002", 480000,    64 ,    0
"cpu001", 479991,    64 ,    0
"cpu000", 480000,    64 ,    0
"cpu003", 480000,    65 ,    0
"cpu002", 480000,    65 ,    0
"cpu001", 480027,    65 ,    0
"cpu000", 480000,    65 ,    0
"cpu003", 480000,    66 ,    0
"cpu002", 480000,    66 ,    0
"cpu001", 480000,    66 ,    0
"cpu000", 480000,    66 ,    0
"cpu003", 480000,    67 ,    0
"cpu002", 480000,    67 ,    0
"cpu001", 480000,    67 ,    0
"cpu000", 479991,    67 ,    0
"cpu003", 480000,    68 ,    0
"cpu002", 480000,    68 ,    0
"cpu001", 479885,    68 ,    0
"cpu000", 480000,    68 ,    0
"cpu003", 480000,    69 ,    0
"cpu002", 480000,    69 ,    0
"cpu001", 480009,    69 ,    0
"cpu000", 480006,    69 ,    0
"cpu003", 480000,    70 ,    0
"cpu002", 480000,    70 ,    0
"cpu001", 480000,    70 ,    0
"cpu000", 480000,    70 ,    0
"cpu003", 480000,    71 ,    0
"cpu002", 480000,    71 ,    0
"cpu001", 480000,    71 ,    0
"cpu000", 479992,    71 ,    0
"cpu003", 480000,    72 ,    0
"cpu002", 480000,    72 ,    0
"cpu001", 480000,    72 ,    0
"cpu000", 480000,    72 ,    0
"cpu003", 480000,    73 ,    0
"cpu002", 480000,    73 ,    0
"cpu001", 480000,    73 ,    0
"cpu000", 480006,    73 ,    0
"cpu003", 480000,    74 ,    0
"cpu002", 480000,    74 ,    0
"cpu001", 480000,    74 ,    0
"cpu000", 479992,    74 ,    0
"cpu003", 480000,    75 ,    0
"cpu002", 480000,    75 ,    0
"cpu001", 480000,    75 ,    0
"cpu000", 480000,    75 ,    0
"cpu003", 480000,    76 ,    0
"cpu002", 480000,    76 ,    0
"cpu001", 480000,    76 ,    0
"cpu000", 480000,    76 ,    0
"cpu003", 480000,    77 ,    0
"cpu002", 480000,    77 ,    0
"cpu001", 480000,    77 ,    0
"cpu000", 480007,    77 ,    0
"cpu003", 480000,    78 ,    0
"cpu002", 480000,    78 ,    0
"cpu001", 479885,    78 ,    0
"cpu000", 480000,    78 ,    0
"cpu003", 480000,    79 ,    0
"cpu002", 480000,    79 ,    0
"cpu001", 480010,    79 ,    0
"cpu000", 479993,    79 ,    0
"cpu003", 480000,    80 ,    0
"cpu002", 480000,    80 ,    0
"cpu001", 480000,    80 ,    0
"cpu000", 480000,    80 ,    0
"cpu003", 480000,    81 ,    0
"cpu002", 480000,    81 ,    0
"cpu001", 480000,    81 ,    0
"cpu000", 480000,    81 ,    0
"cpu003", 480000,    82 ,    0
"cpu002", 480000,    82 ,    0
"cpu001", 480008,    82 ,    0
"cpu000", 480007,    82 ,    0
"cpu003", 480000,    83 ,    0
"cpu002", 487482,    83 ,    0
"cpu001", 479985,    83 ,    0
"cpu000", 480000,    83 ,    0
"cpu003", 480000,    84 ,    0
"cpu002", 515752,    84 ,    0
"cpu001", 480133,    84 ,    0
"cpu000", 479993,    84 ,    0
"cpu003", 480000,    85 ,    0
"cpu002", 531294,    85 ,    0
"cpu001", 480000,    85 ,    0
"cpu000", 480000,    85 ,    0
"cpu003", 480000,    86 ,    0
"cpu002", 500611,    86 ,    0
"cpu001", 479899,    86 ,    0
"cpu000", 480000,    86 ,    0
"cpu003", 480000,    87 ,    1
"cpu002", 516455,    87 ,    1
"cpu001", 480014,    87 ,    1
"cpu000", 480004,    87 ,    1
"cpu003", 480000,    88 ,    1
"cpu002", 531842,    88 ,    1
"cpu001", 479990,    88 ,    1
"cpu000", 480000,    88 ,    1
"cpu003", 480000,    89 ,    1
"cpu002", 494119,    89 ,    1
"cpu001", 480000,    89 ,    1
"cpu000", 480000,    89 ,    1
"cpu003", 480000,    90 ,    1
"cpu002", 480000,    90 ,    1
"cpu001", 480100,    90 ,    1
"cpu000", 479995,    90 ,    1
"cpu003", 480000,    91 ,    1
"cpu002", 527751,    91 ,    1
"cpu001", 480000,    91 ,    1
"cpu000", 480000,    91 ,    1
"cpu003", 480000,    92 ,    1
"cpu002", 480000,    92 ,    1
"cpu001", 480000,    92 ,    1
"cpu000", 480000,    92 ,    1
"cpu003", 480000,    93 ,    1
"cpu002", 505926,    93 ,    1
"cpu001", 480000,    93 ,    1
"cpu000", 480000,    93 ,    1
"cpu003", 480000,    94 ,    1
"cpu002", 534351,    94 ,    1
"cpu001", 480000,    94 ,    1
"cpu000", 480000,    94 ,    1
"cpu003", 480000,    95 ,    1
"cpu002", 511902,    95 ,    1
"cpu001", 480000,    95 ,    1
"cpu000", 480004,    95 ,    1
"cpu003", 484653,    96 ,    1
"cpu002", 480000,    96 ,    1
"cpu001", 480000,    96 ,    1
"cpu000", 480006,    96 ,    1
"cpu003", 480000,    97 ,    1
"cpu002", 480000,    97 ,    1
"cpu001", 480000,    97 ,    1
"cpu000", 479992,    97 ,    1
"cpu003", 480000,    98 ,    1
"cpu002", 480000,    98 ,    1
"cpu001", 479990,    98 ,    1
"cpu000", 479994,    98 ,    1
"cpu003", 480000,    99 ,    1
"cpu002", 480000,    99 ,    1
"cpu001", 480070,    99 ,    1
"cpu000", 480008,    99 ,    1
"cpu003", 480000,   100 ,    1
"cpu002", 480000,   100 ,    1
"cpu001", 480000,   100 ,    1
"cpu000", 479992,   100 ,    1
"cpu003", 480000,   101 ,    1
"cpu002", 480000,   101 ,    1
"cpu001", 480000,   101 ,    1
"cpu000", 480000,   101 ,    1
"cpu003", 480000,   102 ,    1
"cpu002", 480000,   102 ,    1
"cpu001", 480000,   102 ,    1
"cpu000", 480008,   102 ,    1
"cpu003", 480000,   103 ,    1
"cpu002", 480000,   103 ,    1
"cpu001", 480000,   103 ,    1
"cpu000", 479992,   103 ,    1
"cpu003", 480000,   104 ,    1
"cpu002", 480000,   104 ,    1
"cpu001", 480000,   104 ,    1
"cpu000", 480006,   104 ,    1
"cpu003", 480000,   105 ,    1
"cpu002", 480000,   105 ,    1
"cpu001", 479884,   105 ,    1
"cpu000", 480000,   105 ,    1
"cpu003", 480000,   106 ,    1
"cpu002", 480000,   106 ,    1
"cpu001", 480111,   106 ,    1
"cpu000", 480000,   106 ,    1
"cpu003", 480000,   107 ,    1
"cpu002", 480000,   107 ,    1
"cpu001", 480000,   107 ,    1
"cpu000", 480000,   107 ,    1
"cpu003", 480000,   108 ,    1
"cpu002", 480000,   108 ,    1
"cpu001", 480000,   108 ,    1
"cpu000", 479988,   108 ,    1
"cpu003", 480000,   109 ,    1
"cpu002", 480000,   109 ,    1
"cpu001", 480000,   109 ,    1
"cpu000", 480008,   109 ,    1
"cpu003", 480000,   110 ,    1
"cpu002", 480000,   110 ,    1
"cpu001", 480000,   110 ,    1
"cpu000", 480006,   110 ,    1
"cpu003", 480000,   111 ,    1
"cpu002", 480000,   111 ,    1
"cpu001", 480000,   111 ,    1
"cpu000", 480000,   111 ,    1
"cpu003", 480000,   112 ,    1
"cpu002", 480000,   112 ,    1
"cpu001", 480000,   112 ,    1
"cpu000", 480000,   112 ,    1
"cpu003", 480000,   113 ,    1
"cpu002", 480000,   113 ,    1
"cpu001", 480000,   113 ,    1
"cpu000", 479986,   113 ,    1
"cpu003", 480000,   114 ,    1
"cpu002", 480000,   114 ,    1
"cpu001", 480000,   114 ,    1
"cpu000", 480007,   114 ,    1
"cpu003", 480000,   115 ,    1
"cpu002", 480000,   115 ,    1
"cpu001", 480000,   115 ,    1
"cpu000", 480000,   115 ,    1
"cpu003", 480000,   116 ,    1
"cpu002", 480000,   116 ,    1
"cpu001", 479883,   116 ,    1
"cpu000", 480008,   116 ,    1
"cpu003", 480000,   117 ,    1
"cpu002", 480000,   117 ,    1
"cpu001", 480000,   117 ,    1
"cpu000", 480000,   117 ,    1
"cpu003", 480000,   118 ,    1
"cpu002", 480000,   118 ,    1
"cpu001", 480118,   118 ,    1
"cpu000", 479992,   118 ,    1
"cpu003", 480000,   119 ,    1
"cpu002", 480000,   119 ,    1
"cpu001", 480118,   119 ,    1
"cpu000", 479992,   119 ,    1
"cpu003", 480000,   120 ,    1
"cpu002", 480000,   120 ,    1
"cpu001", 480000,   120 ,    1
"cpu000", 480000,   120 ,    1
"cpu003", 480000,   121 ,    1
"cpu002", 480000,   121 ,    1
"cpu001", 480000,   121 ,    1
"cpu000", 480005,   121 ,    1
"cpu003", 480000,   122 ,    1
"cpu002", 480000,   122 ,    1
"cpu001", 480000,   122 ,    1
"cpu000", 479991,   122 ,    1
"cpu003", 480000,   123 ,    1
"cpu002", 480000,   123 ,    1
"cpu001", 480000,   123 ,    1
"cpu000", 480000,   123 ,    1
"cpu003", 480000,   124 ,    1
"cpu002", 480000,   124 ,    1
"cpu001", 479892,   124 ,    1
"cpu000", 480000,   124 ,    1
"cpu003", 480000,   125 ,    1
"cpu002", 480000,   125 ,    1
"cpu001", 480114,   125 ,    1
"cpu000", 480000,   125 ,    1
"cpu003", 480000,   126 ,    1
"cpu002", 480000,   126 ,    1
"cpu001", 480001,   126 ,    1
"cpu000", 480003,   126 ,    1
"cpu003", 480000,   127 ,    1
"cpu002", 479861,   127 ,    1
"cpu001", 692178,   127 ,    1
"cpu000", 797208,   127 ,    1
"cpu003", 480000,   128 ,    1
"cpu002", 480152,   128 ,    1
"cpu001", 773478,   128 ,    1
"cpu000", 525967,   128 ,    1
"cpu003", 480000,   129 ,    1
"cpu002", 480000,   129 ,    1
"cpu001", 535289,   129 ,    1
"cpu000", 490429,   129 ,    1
"cpu003", 480000,   130 ,    1
"cpu002", 480000,   130 ,    1
"cpu001", 507041,   130 ,    1
"cpu000", 496949,   130 ,    1
"cpu003", 480000,   131 ,    1
"cpu002", 480000,   131 ,    1
"cpu001", 482848,   131 ,    1
"cpu000", 480000,   131 ,    1
"cpu003", 480000,   132 ,    1
"cpu002", 480000,   132 ,    1
"cpu001", 479973,   132 ,    1
"cpu000", 479995,   132 ,    1
"cpu003", 480000,   133 ,    1
"cpu002", 480000,   133 ,    1
"cpu001", 480113,   133 ,    1
"cpu000", 480007,   133 ,    1
"cpu003", 480000,   134 ,    1
"cpu002", 480000,   134 ,    1
"cpu001", 480000,   134 ,    1
"cpu000", 479993,   134 ,    1
"cpu003", 480000,   135 ,    1
"cpu002", 480000,   135 ,    1
"cpu001", 480000,   135 ,    1
"cpu000", 480006,   135 ,    1
"cpu003", 480000,   136 ,    1
"cpu002", 480000,   136 ,    1
"cpu001", 480000,   136 ,    1
"cpu000", 479992,   136 ,    1
"cpu003", 480000,   137 ,    1
"cpu002", 480000,   137 ,    1
"cpu001", 480000,   137 ,    1
"cpu000", 480006,   137 ,    1
"cpu003", 480000,   138 ,    1
"cpu002", 480000,   138 ,    1
"cpu001", 480000,   138 ,    1
"cpu000", 479993,   138 ,    1
"cpu003", 480000,   139 ,    1
"cpu002", 480000,   139 ,    1
"cpu001", 480000,   139 ,    1
"cpu000", 480007,   139 ,    1
"cpu003", 480000,   140 ,    1
"cpu002", 480000,   140 ,    1
"cpu001", 480000,   140 ,    1
"cpu000", 480000,   140 ,    1
"cpu003", 480000,   141 ,    1
"cpu002", 480000,   141 ,    1
"cpu001", 480000,   141 ,    1
"cpu000", 480000,   141 ,    1
"cpu003", 480000,   142 ,    1
"cpu002", 480000,   142 ,    1
"cpu001", 480000,   142 ,    1
"cpu000", 479992,   142 ,    1
"cpu003", 480000,   143 ,    1
"cpu002", 480000,   143 ,    1
"cpu001", 480000,   143 ,    1
"cpu000", 480000,   143 ,    1
"cpu003", 480000,   144 ,    1
"cpu002", 480000,   144 ,    1
"cpu001", 480000,   144 ,    1
"cpu000", 480000,   144 ,    1
"cpu003", 480000,   145 ,    1
"cpu002", 480000,   145 ,    1
"cpu001", 480000,   145 ,    1
"cpu000", 480000,   145 ,    1
"cpu003", 480000,   146 ,    1
"cpu002", 480000,   146 ,    1
"cpu001", 479990,   146 ,    1
"cpu000", 480000,   146 ,    1
"cpu003", 480000,   147 ,    1
"cpu002", 480000,   147 ,    1
"cpu001", 480120,   147 ,    1
"cpu000", 480000,   147 ,    1
"cpu003", 480000,   148 ,    1
"cpu002", 480000,   148 ,    1
"cpu001", 480120,   148 ,    1
"cpu000", 480000,   148 ,    1
"cpu003", 480000,   149 ,    1
"cpu002", 480000,   149 ,    1
"cpu001", 490364,   149 ,    1
"cpu000", 480004,   149 ,    1
"cpu003", 480000,   150 ,    1
"cpu002", 480000,   150 ,    1
"cpu001", 662505,   150 ,    1
"cpu000", 479991,   150 ,    1
"cpu003", 480000,   151 ,    1
"cpu002", 480000,   151 ,    1
"cpu001", 480000,   151 ,    1
"cpu000", 481942,   151 ,    1
"cpu003", 480000,   152 ,    1
"cpu002", 480000,   152 ,    1
"cpu001", 480029,   152 ,    1
"cpu000", 480000,   152 ,    1
"cpu003", 480000,   153 ,    1
"cpu002", 480000,   153 ,    1
"cpu001", 479833,   153 ,    1
"cpu000", 480000,   153 ,    1
"cpu003", 480000,   154 ,    1
"cpu002", 480000,   154 ,    1
"cpu001", 480000,   154 ,    1
"cpu000", 479993,   154 ,    1
"cpu003", 480000,   155 ,    1
"cpu002", 480000,   155 ,    1
"cpu001", 479990,   155 ,    1
"cpu000", 480006,   155 ,    1
"cpu003", 480000,   156 ,    1
"cpu002", 480000,   156 ,    1
"cpu001", 480121,   156 ,    1
"cpu000", 480000,   156 ,    1
"cpu003", 480000,   157 ,    1
"cpu002", 480000,   157 ,    1
"cpu001", 480000,   157 ,    1
"cpu000", 480000,   157 ,    1
"cpu003", 480000,   158 ,    1
"cpu002", 480000,   158 ,    1
"cpu001", 479885,   158 ,    1
"cpu000", 480000,   158 ,    1
"cpu003", 480000,   159 ,    1
"cpu002", 480000,   159 ,    1
"cpu001", 480007,   159 ,    1
"cpu000", 479984,   159 ,    1
"cpu003", 480000,   160 ,    1
"cpu002", 480000,   160 ,    1
"cpu001", 480000,   160 ,    1
"cpu000", 480008,   160 ,    1
"cpu003", 480000,   161 ,    1
"cpu002", 479854,   161 ,    1
"cpu001", 480000,   161 ,    1
"cpu000", 480000,   161 ,    1
"cpu003", 480000,   162 ,    1
"cpu002", 480145,   162 ,    1
"cpu001", 480000,   162 ,    1
"cpu000", 480000,   162 ,    1
"cpu003", 479916,   163 ,    1
"cpu002", 480000,   163 ,    1
"cpu001", 480000,   163 ,    1
"cpu000", 480000,   163 ,    1
"cpu003", 480096,   164 ,    1
"cpu002", 480000,   164 ,    1
"cpu001", 480000,   164 ,    1
"cpu000", 480006,   164 ,    1
"cpu003", 480000,   165 ,    1
"cpu002", 480000,   165 ,    1
"cpu001", 480000,   165 ,    1
"cpu000", 480000,   165 ,    1
"cpu003", 480018,   166 ,    1
"cpu002", 480000,   166 ,    1
"cpu001", 480000,   166 ,    1
"cpu000", 479992,   166 ,    1
"cpu003", 479965,   167 ,    1
"cpu002", 480000,   167 ,    1
"cpu001", 480000,   167 ,    1
"cpu000", 480000,   167 ,    1
"cpu003", 480000,   168 ,    1
"cpu002", 480000,   168 ,    1
"cpu001", 480000,   168 ,    1
"cpu000", 480004,   168 ,    1
"cpu003", 480000,   169 ,    1
"cpu002", 480000,   169 ,    1
"cpu001", 480000,   169 ,    1
"cpu000", 480004,   169 ,    1
"cpu003", 480000,   170 ,    1
"cpu002", 480000,   170 ,    1
"cpu001", 480000,   170 ,    1
"cpu000", 480000,   170 ,    1
"cpu003", 480000,   171 ,    1
"cpu002", 480000,   171 ,    1
"cpu001", 480000,   171 ,    1
"cpu000", 480000,   171 ,    1
"cpu003", 479912,   172 ,    1
"cpu002", 480000,   172 ,    1
"cpu001", 480000,   172 ,    1
"cpu000", 479992,   172 ,    1
"cpu003", 480093,   173 ,    1
"cpu002", 480000,   173 ,    1
"cpu001", 480000,   173 ,    1
"cpu000", 480006,   173 ,    1
"cpu003", 480000,   174 ,    1
"cpu002", 480000,   174 ,    1
"cpu001", 480000,   174 ,    1
"cpu000", 480000,   174 ,    1
"cpu003", 480000,   175 ,    1
"cpu002", 480000,   175 ,    1
"cpu001", 479883,   175 ,    1
"cpu000", 480000,   175 ,    1
"cpu003", 480000,   176 ,    1
"cpu002", 480000,   176 ,    1
"cpu001", 480000,   176 ,    1
"cpu000", 479993,   176 ,    1
"cpu003", 480000,   177 ,    1
"cpu002", 480000,   177 ,    1
"cpu001", 480000,   177 ,    1
"cpu000", 480000,   177 ,    1
"cpu003", 479912,   178 ,    1
"cpu002", 479848,   178 ,    1
"cpu001", 480041,   178 ,    1
"cpu000", 480007,   178 ,    1
"cpu003", 480096,   179 ,    1
"cpu002", 480143,   179 ,    1
"cpu001", 480000,   179 ,    1
"cpu000", 479993,   179 ,    1
"cpu003", 480096,   180 ,    1
"cpu002", 480143,   180 ,    1
"cpu001", 480000,   180 ,    1
"cpu000", 479993,   180 ,    1
"cpu003", 480000,   181 ,    2
"cpu002", 480000,   181 ,    2
"cpu001", 480000,   181 ,    2
"cpu000", 480007,   181 ,    2
"cpu003", 480000,   182 ,    2
"cpu002", 480000,   182 ,    2
"cpu001", 480000,   182 ,    2
"cpu000", 479984,   182 ,    2
"cpu003", 480000,   183 ,    2
"cpu002", 480000,   183 ,    2
"cpu001", 480000,   183 ,    2
"cpu000", 480005,   183 ,    2
"cpu003", 480000,   184 ,    2
"cpu002", 480000,   184 ,    2
"cpu001", 480000,   184 ,    2
"cpu000", 480000,   184 ,    2
"cpu003", 480000,   185 ,    2
"cpu002", 480000,   185 ,    2
"cpu001", 480000,   185 ,    2
"cpu000", 479992,   185 ,    2
"cpu003", 480000,   186 ,    2
"cpu002", 480000,   186 ,    2
"cpu001", 480000,   186 ,    2
"cpu000", 480007,   186 ,    2
"cpu003", 480000,   187 ,    2
"cpu002", 480000,   187 ,    2
"cpu001", 480000,   187 ,    2
"cpu000", 480000,   187 ,    2
"cpu003", 480000,   188 ,    2
"cpu002", 480000,   188 ,    2
"cpu001", 480000,   188 ,    2
"cpu000", 480000,   188 ,    2
"cpu003", 480000,   189 ,    2
"cpu002", 480000,   189 ,    2
"cpu001", 480000,   189 ,    2
"cpu000", 480000,   189 ,    2
"cpu003", 480000,   190 ,    2
"cpu002", 480000,   190 ,    2
"cpu001", 480000,   190 ,    2
"cpu000", 479995,   190 ,    2
"cpu003", 480000,   191 ,    2
"cpu002", 480000,   191 ,    2
"cpu001", 480000,   191 ,    2
"cpu000", 480006,   191 ,    2
"cpu003", 480000,   192 ,    2
"cpu002", 480000,   192 ,    2
"cpu001", 480000,   192 ,    2
"cpu000", 479992,   192 ,    2
"cpu003", 480000,   193 ,    2
"cpu002", 480000,   193 ,    2
"cpu001", 480000,   193 ,    2
